KÛd;⁄zemn· jednotka;bez ukonËenÈho vzdelania ñ osoby vo veku 0-14 rokov (abs.);z·kladnÈ vzdelanie (abs.);strednÈ odbornÈ (uËÚovskÈ) vzdelanie (bez maturity) (abs.);˙plnÈ strednÈ vzdelanie (s maturitou) (abs.);vyööie odbornÈ vzdelanie (abs.);vysokoökolskÈ vzdelanie (abs.);bez ökolskÈho vzdelania ñ osoby vo veku 15 rokov a viac (abs.);nezistenÈ (abs.)
SK0429522490;Hus·k;11;41;39;48;11;21;1;4
SK0429522503;ChoÚkovce;37;63;122;152;35;79;0;14
SK0429522520;Inovce;15;42;52;61;6;28;0;3
SK0429522538;Jasenov (Okres Sobrance);24;40;58;92;17;49;1;5
SK0429522554;Jenkovce;38;54;120;111;17;51;0;32
SK0429522601;Kolibabovce;29;37;43;49;6;13;2;3
SK0429522627;KoÚuö;29;48;87;97;14;52;1;4
SK0429522643;Koromæa;29;72;141;98;16;53;1;4
SK0429522660;KrËava;43;60;107;124;16;48;0;23
SK0429522678;Kristy;46;107;83;56;7;14;1;16
SK0429522716;Lek·rovce;69;121;274;239;43;103;3;18
SK0429522813;Niûn· Rybnica;42;86;102;94;28;44;0;14
SK0429522821;NiûnÈ NemeckÈ;37;70;79;97;6;26;4;10
SK0429522830;Orechov·;20;59;55;59;8;33;0;7
SK0429522856;Ostrov (Okres Sobrance);46;63;75;76;14;44;0;12
SK0429522899;Petrovce (Okres Sobrance);16;40;56;52;6;29;0;2
SK0429522911;Pinkovce;18;27;31;64;12;24;1;3
SK0429522929;PodhoroÔ;24;70;79;99;6;37;3;19
SK0429522937;Porostov;13;20;51;73;4;33;1;3
SK0429522953;Por˙bka (Okres Sobrance);38;70;86;144;15;50;0;4
SK0429522970;Priekopa;22;39;77;78;10;44;1;7
SK0429523003;RemetskÈ H·mre;48;59;139;176;24;76;2;27
SK0429523011;Rusk· Bystr·;9;21;39;23;5;5;1;5
SK0429523020;Ruskovce (Okres Sobrance);13;55;58;61;12;45;0;8
SK0429523038;Rusk˝ Hrabovec;17;80;97;73;6;12;1;6
SK0429523046;Sejkov;20;28;38;46;8;33;0;19
SK0429523089;Sobrance;731;1289;919;1369;232;1049;18;268
SK0429523143;Sv‰tuö;8;26;28;31;4;8;0;0
SK0429523160;Taöuæa;13;38;55;52;10;25;1;5
SK0429523178;Tibava;61;83;101;145;16;91;0;39
SK0429523224;⁄breû;197;366;122;134;18;66;8;111
SK0429523232;VeækÈ Reviötia;49;79;113;156;24;74;0;8
SK0429523267;Vojnatina;30;34;44;98;12;24;0;4
SK0429523305;Vyön· Rybnica;58;60;96;100;15;43;0;17
SK0429523313;VyönÈ NemeckÈ;20;31;71;69;13;22;0;12
SK0429523321;VyönÈ Remety;37;79;116;105;14;39;1;12
SK0429523330;Z·hor;53;119;183;183;31;60;0;27
SK042A526355;Spiösk· Nov· Ves;3817;4988;6013;9439;1833;7334;65;1942
SK042A526363;Arnutovce;195;317;95;76;25;59;1;44
SK042A526398;Betlanovce;118;297;126;111;16;48;2;26
SK042A526436;Bystrany;1010;2022;198;126;19;45;97;307
SK042A526444;Daniöovce;78;69;148;155;31;85;1;8
SK042A526533;Harichovce;184;231;441;502;89;380;0;15
SK042A526568;Hincovce;39;31;67;66;15;28;1;6
SK042A526576;HnilËÌk;43;77;149;163;24;72;2;12
SK042A526584;Hnilec;31;69;127;116;17;37;1;16
SK042A526592;Hrabuöice;454;981;399;430;61;202;4;52
SK042A526657;éehra;861;1157;103;81;12;35;89;264
SK042A543152;Chrasù nad Horn·dom;187;254;164;151;19;75;4;50
SK042A543161;Iliaöovce;132;180;248;227;50;108;1;60
SK042A543195;JamnÌk (Okres Spiösk· Nov· Ves);143;189;297;293;58;184;0;15
SK042A543209;Kaæava;63;76;125;66;15;33;2;15
SK042A543250;Kolinovce;81;119;145;122;27;57;3;36
SK042A543268;Krompachy;1485;1949;1444;1672;376;999;66;748
SK042A543284;Letanovce;486;868;293;304;60;177;4;73
SK042A543306;Lieskovany;47;60;48;104;20;80;1;5
SK042A543331;Markuöovce;1108;2035;556;434;71;221;13;186
SK042A543349;Matejovce nad Horn·dom;66;110;117;123;29;88;2;8
SK042A543357;Mlynky;32;68;113;163;37;86;0;13
SK042A543403;OdorÌn;110;125;218;273;55;209;2;13
SK042A543411;Olcnava;127;166;239;257;51;132;1;67
SK042A543438;Oæöavka (Okres Spiösk· Nov· Ves);21;27;58;43;13;22;0;2
SK042A543489;Por·Ë;116;379;145;202;26;96;1;41
SK042A543519;RudÚany;1455;1726;656;448;78;182;16;228
SK042A543527;Slatvina;27;58;84;78;13;47;0;1
SK042A543535;Slovinky;193;401;455;415;68;197;3;62
SK042A543586;SpiöskÈ Tom·öovce;345;651;397;335;79;206;7;90
SK042A543594;SpiöskÈ Vlachy;367;568;785;810;144;551;25;137
SK042A543616;Spiösk˝ Hruöov;143;200;373;319;65;168;1;17
SK042A543667;TepliËka;160;214;284;259;54;132;5;49
SK042A543713;VÌtkovce;131;265;88;70;11;31;2;36
SK042A543721;Vojkovce;51;92;98;92;21;54;2;12
SK042A560154;Smiûany;1225;2179;1351;1871;355;1315;56;486
SK042B513792;Mal· T‡Úa;25;62;98;97;30;28;1;16
SK042B513806;Veæk· T‡Úa;48;83;122;110;17;58;0;19
SK042B513831;Klin nad Bodrogom;19;49;52;51;7;7;1;9
SK042B513849;StanËa;44;94;84;100;15;49;1;12
SK042B528099;Trebiöov;3506;4621;3104;5352;863;3730;116;1921
SK042B528102;BaËka;88;201;104;130;20;55;3;26
SK042B528111;BaËkov;136;239;115;122;23;67;2;7
SK042B528129;Bara;17;56;78;88;16;19;0;6
SK042B528145;Biel;120;330;265;392;68;124;3;50
SK042B528153;Sv‰t· M·ria;24;114;154;148;30;46;2;14
SK042B528161;Boæ;86;148;168;186;41;65;3;37
SK042B528170;Boröa;88;146;214;428;69;177;1;23
SK042B528188;Boùany;183;366;234;229;31;47;31;72
SK042B528200;Brehov;59;145;183;118;21;34;6;17
SK042B528218;Brezina;67;171;152;138;40;80;0;5
SK042B528226;Byöta;16;30;30;48;2;21;0;1
SK042B528234;Cejkov;111;232;310;311;43;132;4;28
SK042B528242;»eæovce;68;115;111;119;22;61;8;46
SK042B528251;»erhov;80;180;188;169;33;52;4;43
SK042B528269;»ernochov;10;32;59;66;8;11;0;2
SK042B528285;»ierna;36;89;97;145;15;29;3;30
SK042B528293;»ierna nad Tisou;361;813;813;873;122;216;13;375
SK042B528315;Dargov;55;83;135;185;27;116;2;4
SK042B528323;Dobr·;54;153;135;95;17;23;1;10
SK042B528340;Dvorianky;82;96;140;205;28;79;1;19
SK042B528358;Egreö;89;155;65;88;9;26;2;27
SK042B528366;HraÚ;169;365;395;330;67;132;3;125
SK042B528374;HrËeæ;305;391;146;102;11;41;5;51
SK042B528382;Hriadky;37;51;98;137;25;67;0;2
SK042B528412;Kaöov;36;63;71;75;13;32;1;5
SK042B528421;KazimÌr;84;137;225;215;42;107;0;29
SK042B528439;Koûuchov;17;27;37;59;12;27;1;4
SK042B528447;Kr·æovsk˝ Chlmec;812;1624;1569;1792;380;1010;38;264
SK042B528455;Kravany (Okres Trebiöov);73;111;76;50;7;40;5;4
SK042B528471;Kuzmice (Okres Trebiöov);237;400;329;406;55;192;3;82
SK042B528480;Kysta;26;69;104;116;23;47;0;3
SK042B528498;Ladmovce;23;68;106;71;10;16;1;12
SK042B528501;Lastovce;288;435;304;132;12;50;7;22
SK042B528510;Leles;270;584;385;398;68;100;21;63
SK042B528528;LuhyÚa;36;49;69;74;16;44;1;20
SK042B528536;MalÈ Ozorovce;48;72;135;156;24;85;2;3
SK042B528544;MalÈ Trakany;120;315;269;261;51;67;3;38
SK042B528552;Mal˝ Horeö;102;218;275;315;46;113;2;20
SK042B528561;Mal˝ Kamenec;36;56;90;127;33;75;0;21
SK042B528587;Michaæany;201;371;371;450;54;174;17;106
SK042B528609;Niûn˝ éipov;233;463;322;247;36;83;8;53
SK042B528617;Novosad;106;276;222;240;35;103;2;33
SK042B528625;Nov˝ Ruskov;89;72;116;208;26;152;2;14
SK042B528641;Plechotice;87;137;160;209;35;101;0;20
SK042B528650;Sv‰tuöe;63;127;187;258;56;75;3;10
SK042B528668;Poæany;60;135;109;115;25;39;6;17
SK042B528676;Parchovany;286;478;368;456;60;216;3;99
SK042B528684;PribenÌk;69;193;208;310;40;96;4;32
SK042B528706;Rad;35;113;147;137;23;28;0;15
SK042B528722;SeËovce;1354;1929;1422;1841;319;1218;43;400
SK042B543730;SirnÌk;45;135;146;164;20;34;3;20
SK042B543748;SlivnÌk;73;138;189;224;32;84;5;6
SK042B543756;SlovenskÈ NovÈ Mesto;131;280;218;281;52;89;4;45
SK042B543764;SoæniËka;18;55;64;63;7;15;0;3
SK042B543772;Somotor;112;284;351;410;67;124;5;36
SK042B543781;Stankovce;16;35;36;39;3;18;0;3
SK042B543799;Str·ûne;56;132;165;137;19;44;1;31
SK042B543802;Streda nad Bodrogom;186;394;573;676;117;215;6;110
SK042B543811;Svinice;19;49;67;56;6;19;0;0
SK042B543829;Trn·vka (Okres Trebiöov);13;24;59;38;11;23;0;4
SK042B543845;Veæaty;90;141;190;188;30;127;1;56
SK042B543861;VeækÈ Ozorovce;112;164;196;179;26;50;1;24
SK042B543896;VeækÈ Trakany;166;396;395;342;51;99;3;43
SK042B543900;Veæk˝ Horeö;119;214;272;245;48;68;6;50
SK042B543918;Veæk˝ Kamenec;50;140;207;204;46;71;2;18
SK042B543926;ViniËky;42;98;137;103;24;53;1;18
SK042B543934;ViöÚov;34;60;50;65;11;25;0;5
SK042B543951;VojËice;280;677;490;427;54;175;11;25
SK042B543969;Vojka;83;231;104;65;15;6;2;12
SK042B543977;ZatÌn;80;197;190;182;30;57;1;14
SK042B543985;ZbehÚov;52;130;52;62;14;42;0;6
SK042B543993;ZemplÌn;30;106;105;71;13;17;2;9
SK042B544001;ZemplÌnska Nov· Ves;133;226;187;208;34;87;3;42
SK042B544019;ZemplÌnska Teplica;334;521;293;355;56;177;6;54
SK042B544027;ZemplÌnske Hradiöte;99;165;281;343;67;150;0;23
SK042B544035;ZemplÌnske Jastrabie;67;144;136;181;32;62;5;16
SK042B544043;ZemplÌnsky BranË;62;136;117;104;22;40;1;22
